Nro_Pedido,Fecha_Venta,Producto,Precio_Unitario,Cantidad_toneladas,Total_Venta,País,Cliente,Tipo_Cliente,Moneda,Incoterm,Medio_Transporte
10178,2024-11-08,Harina panadera integral (25 kg),78.47,8,12555.2,Guatemala,Panadería Chapina,Exportación,USD,CIF,Aéreo
10186,2024-11-14,Harina panadera integral (25 kg),78.47,8,12555.2,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10197,2024-11-26,Harina panadera integral (25 kg),78.47,9,14124.6,Chile,Pastelería Don Pedro,Exportación,USD,FOB,Marítimo
10209,2024-01-09,Harina panadera integral (25 kg),78.47,10,15694.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10222,2024-02-19,Harina panadera integral (25 kg),78.47,9,14124.6,Cuba,Panadería El Malecón,Exportación,USD,DAP,Aéreo
10249,2024-05-08,Harina panadera integral (25 kg),78.47,11,17263.4,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Marítimo
10262,2024-06-24,Harina panadera integral (25 kg),78.47,6,9416.4,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10273,2024-07-21,Harina panadera integral (25 kg),78.47,11,17263.4,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10283,2024-08-20,Harina panadera integral (25 kg),78.47,14,21971.6,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10296,2024-09-15,Harina panadera integral (25 kg),78.47,11,17263.4,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10307,2024-10-14,Harina panadera integral (25 kg),78.47,5,7847.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10316,2024-11-01,Harina panadera integral (25 kg),78.47,11,17263.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10328,2024-11-12,Harina panadera integral (25 kg),78.47,9,14124.6,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10338,2024-11-22,Harina panadera integral (25 kg),78.47,7,10985.8,Guatemala,Panadería Chapina,Exportación,USD,DAP,Aéreo
10351,2024-12-03,Harina panadera integral (25 kg),78.47,7,10985.8,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10373,2024-01-31,Harina panadera integral (25 kg),78.47,8,12555.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10386,2024-03-01,Harina panadera integral (25 kg),78.47,6,9416.4,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10398,2024-03-30,Harina panadera integral (25 kg),78.47,6,9416.4,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10400,2024-04-01,Harina panadera integral (25 kg),78.47,5,7847.0,Guatemala,Supermercado Quetzal,Exportación,USD,DAP,Aéreo
10415,2024-05-09,Harina panadera integral (25 kg),78.47,9,14124.6,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10104,2024-01-31,Harina panadera premium (50 kg),65.53,8,10484.8,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10117,2024-04-16,Harina panadera premium (50 kg),65.53,15,19659.0,Chile,Panadería La Vega,Exportación,USD,CIF,Marítimo
10127,2024-06-03,Harina panadera premium (50 kg),65.53,14,18348.4,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10142,2024-08-08,Harina panadera premium (50 kg),65.53,6,7863.6,Colombia,Supermercado Cafetal,Exportación,USD,FOB,Marítimo
10152,2024-09-25,Harina panadera premium (50 kg),65.53,7,9174.2,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10165,2024-10-22,Harina panadera premium (50 kg),65.53,11,14416.6,Guatemala,Supermercado Quetzal,Exportación,USD,DAP,Marítimo
10176,2024-11-06,Harina panadera premium (50 kg),65.53,11,14416.6,Colombia,Pastelería Antioqueña,Exportación,USD,DAP,Marítimo
10185,2024-11-14,Harina panadera premium (50 kg),65.53,8,10484.8,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10196,2024-11-26,Harina panadera premium (50 kg),65.53,9,11795.4,Cuba,Panadería El Malecón,Exportación,USD,FOB,Marítimo
10207,2024-12-09,Harina panadera premium (50 kg),65.53,9,11795.4,EEUU,Andes Bakery LA,Exportación,USD,CIF,Marítimo
10220,2024-02-12,Harina panadera premium (50 kg),65.53,10,13106.0,El Salvador,Mercado Centro,Exportación,USD,FOB,Marítimo
10230,2024-03-15,Harina panadera premium (50 kg),65.53,13,17037.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10247,2024-05-05,Harina panadera premium (50 kg),65.53,6,7863.6,Cuba,Bodega Habana Centro,Exportación,USD,DAP,Aéreo
10272,2024-07-20,Harina panadera premium (50 kg),65.53,9,11795.4,Cuba,Bodega Habana Centro,Exportación,USD,CIF,Aéreo
10282,2024-08-20,Harina panadera premium (50 kg),65.53,7,9174.2,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10292,2024-09-08,Harina panadera premium (50 kg),65.53,8,10484.8,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10306,2024-10-14,Harina panadera premium (50 kg),65.53,14,18348.4,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10314,2024-10-22,Harina panadera premium (50 kg),65.53,10,13106.0,Colombia,Panadería La Candelaria,Exportación,USD,CIF,Marítimo
10324,2024-11-05,Harina panadera premium (50 kg),65.53,12,15727.2,Chile,Pastelería Don Pedro,Exportación,USD,CIF,Marítimo
10337,2024-11-21,Harina panadera premium (50 kg),65.53,5,6553.0,Guatemala,Supermercado Quetzal,Exportación,USD,FOB,Aéreo
10349,2024-12-01,Harina panadera premium (50 kg),65.53,14,18348.4,El Salvador,Mercado Centro,Exportación,USD,DAP,Marítimo
10358,2024-12-10,Harina panadera premium (50 kg),65.53,12,15727.2,Chile,Panadería La Vega,Exportación,USD,CIF,Aéreo
10372,2024-01-26,Harina panadera premium (50 kg),65.53,15,19659.0,Chile,Pastelería Don Pedro,Exportación,USD,CIF,Marítimo
10383,2024-02-22,Harina panadera premium (50 kg),65.53,11,14416.6,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10394,2024-03-15,Harina panadera premium (50 kg),65.53,5,6553.0,Guatemala,Panadería Chapina,Exportación,USD,FOB,Aéreo
10413,2024-05-05,Harina panadera premium (50 kg),65.53,6,7863.6,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Aéreo
10100,2024-01-06,Harina panetonera especial (50 kg),76.4,7,10696.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10110,2024-03-18,Harina panetonera especial (50 kg),76.4,5,7640.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10124,2024-05-21,Harina panetonera especial (50 kg),76.4,13,19864.0,El Salvador,Mercado Centro,Exportación,USD,DAP,Aéreo
10148,2024-09-11,Harina panetonera especial (50 kg),76.4,12,18336.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10162,2024-10-18,Harina panetonera especial (50 kg),76.4,6,9168.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10173,2024-11-05,Harina panetonera especial (50 kg),76.4,13,19864.0,EEUU,Latin Market Miami,Exportación,USD,DAP,Aéreo
10182,2024-11-12,Harina panetonera especial (50 kg),76.4,11,16808.0,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Aéreo
10193,2024-11-21,Harina panetonera especial (50 kg),76.4,13,19864.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10204,2024-12-02,Harina panetonera especial (50 kg),76.4,10,15280.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10213,2024-01-22,Harina panetonera especial (50 kg),76.4,10,15280.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10227,2024-03-02,Harina panetonera especial (50 kg),76.4,15,22920.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10241,2024-04-13,Harina panetonera especial (50 kg),76.4,8,12224.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10280,2024-08-17,Harina panetonera especial (50 kg),76.4,14,21392.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10288,2024-09-01,Harina panetonera especial (50 kg),76.4,14,21392.0,EEUU,Latin Market Miami,Exportación,USD,FOB,Marítimo
10302,2024-10-06,Harina panetonera especial (50 kg),76.4,6,9168.0,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Marítimo
10311,2024-10-16,Harina panetonera especial (50 kg),76.4,11,16808.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10332,2024-11-17,Harina panetonera especial (50 kg),76.4,9,13752.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10344,2024-11-25,Harina panetonera especial (50 kg),76.4,15,22920.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10367,2024-01-12,Harina panetonera especial (50 kg),76.4,10,15280.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10380,2024-02-16,Harina panetonera especial (50 kg),76.4,6,9168.0,Colombia,Panadería La Candelaria,Exportación,USD,FOB,Aéreo
10407,2024-04-22,Harina panetonera especial (50 kg),76.4,9,13752.0,Guatemala,Panadería Chapina,Exportación,USD,FOB,Marítimo
10420,2024-05-29,Harina panetonera especial (50 kg),76.4,14,21392.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10105,2024-02-11,Harina pastelera premium (50 kg),77.8,8,12448.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10117,2024-04-16,Harina pastelera premium (50 kg),77.8,13,20228.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10128,2024-06-06,Harina pastelera premium (50 kg),77.8,10,15560.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10142,2024-08-08,Harina pastelera premium (50 kg),77.8,6,9336.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10153,2024-09-28,Harina pastelera premium (50 kg),77.8,5,7780.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10166,2024-10-21,Harina pastelera premium (50 kg),77.8,9,14004.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10177,2024-11-07,Harina pastelera premium (50 kg),77.8,13,20228.0,Cuba,Panadería El Malecón,Exportación,USD,CIF,Aéreo
10185,2024-11-14,Harina pastelera premium (50 kg),77.8,10,15560.0,Guatemala,Supermercado Quetzal,Exportación,USD,FOB,Aéreo
10197,2024-11-26,Harina pastelera premium (50 kg),77.8,14,21784.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10208,2024-01-02,Harina pastelera premium (50 kg),77.8,11,17116.0,Venezuela,Panadería El Ávila,Exportación,USD,DAP,Aéreo
10221,2024-02-18,Harina pastelera premium (50 kg),77.8,9,14004.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10232,2024-03-20,Harina pastelera premium (50 kg),77.8,14,21784.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10248,2024-05-07,Harina pastelera premium (50 kg),77.8,10,15560.0,Guatemala,Supermercado Quetzal,Exportación,USD,FOB,Marítimo
10261,2024-06-17,Harina pastelera premium (50 kg),77.8,9,14004.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10273,2024-07-21,Harina pastelera premium (50 kg),77.8,15,23340.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10283,2024-08-20,Harina pastelera premium (50 kg),77.8,13,20228.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10293,2024-09-09,Harina pastelera premium (50 kg),77.8,10,15560.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10306,2024-10-14,Harina pastelera premium (50 kg),77.8,15,23340.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10315,2024-10-29,Harina pastelera premium (50 kg),77.8,12,18672.0,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Marítimo
10326,2024-11-09,Harina pastelera premium (50 kg),77.8,6,9336.0,Chile,Supermercado Mapocho,Exportación,USD,CIF,Marítimo
10337,2024-11-21,Harina pastelera premium (50 kg),77.8,13,20228.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10350,2024-12-02,Harina pastelera premium (50 kg),77.8,9,14004.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10372,2024-01-26,Harina pastelera premium (50 kg),77.8,11,17116.0,EEUU,Andes Bakery LA,Exportación,USD,DAP,Aéreo
10383,2024-02-22,Harina pastelera premium (50 kg),77.8,14,21784.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10396,2024-03-23,Harina pastelera premium (50 kg),77.8,5,7780.0,El Salvador,Mercado Centro,Exportación,USD,DAP,Aéreo
10414,2024-05-06,Harina pastelera premium (50 kg),77.8,14,21784.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10103,2024-01-29,Harina galletera especial (50 kg),73.65,9,13257.0,Cuba,Bodega Habana Centro,Exportación,USD,DAP,Aéreo
10114,2024-04-01,Harina galletera especial (50 kg),73.65,14,20622.0,Colombia,Panadería La Candelaria,Exportación,USD,DAP,Aéreo
10126,2024-05-28,Harina galletera especial (50 kg),73.65,6,8838.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10140,2024-07-24,Harina galletera especial (50 kg),73.65,10,14730.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10150,2024-09-19,Harina galletera especial (50 kg),73.65,15,22095.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10164,2024-10-21,Harina galletera especial (50 kg),73.65,5,7365.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10175,2024-11-06,Harina galletera especial (50 kg),73.65,7,10311.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10183,2024-11-13,Harina galletera especial (50 kg),73.65,9,13257.0,Chile,Panadería La Vega,Exportación,USD,CIF,Marítimo
10194,2024-11-25,Harina galletera especial (50 kg),73.65,8,11784.0,Colombia,Supermercado Cafetal,Exportación,USD,FOB,Aéreo
10207,2024-12-09,Harina galletera especial (50 kg),73.65,7,10311.0,EEUU,Pantry Houston LLC,Exportación,USD,CIF,Marítimo
10217,2024-02-04,Harina galletera especial (50 kg),73.65,14,20622.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10229,2024-03-11,Harina galletera especial (50 kg),73.65,9,13257.0,Chile,Panadería La Vega,Exportación,USD,FOB,Aéreo
10245,2024-05-04,Harina galletera especial (50 kg),73.65,15,22095.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10259,2024-06-15,Harina galletera especial (50 kg),73.65,12,17676.0,EEUU,Andes Bakery LA,Exportación,USD,DAP,Aéreo
10270,2024-07-19,Harina galletera especial (50 kg),73.65,15,22095.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10281,2024-08-19,Harina galletera especial (50 kg),73.65,8,11784.0,Venezuela,Panadería El Ávila,Exportación,USD,FOB,Aéreo
10291,2024-09-08,Harina galletera especial (50 kg),73.65,5,7365.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10305,2024-10-13,Harina galletera especial (50 kg),73.65,15,22095.0,Guatemala,Supermercado Quetzal,Exportación,USD,FOB,Aéreo
10313,2024-10-22,Harina galletera especial (50 kg),73.65,11,16203.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10323,2024-11-05,Harina galletera especial (50 kg),73.65,12,17676.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10334,2024-11-19,Harina galletera especial (50 kg),73.65,7,10311.0,Chile,Pastelería Don Pedro,Exportación,USD,FOB,Marítimo
10347,2024-11-29,Harina galletera especial (50 kg),73.65,10,14730.0,Panamá,Panadería Panamá Viejo,Exportación,USD,DAP,Marítimo
10357,2024-12-10,Harina galletera especial (50 kg),73.65,6,8838.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10370,2024-01-20,Harina galletera especial (50 kg),73.65,11,16203.0,El Salvador,Mercado Centro,Exportación,USD,DAP,Marítimo
10382,2024-02-17,Harina galletera especial (50 kg),73.65,12,17676.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10411,2024-05-01,Harina galletera especial (50 kg),73.65,10,14730.0,Cuba,Bodega Habana Centro,Exportación,USD,CIF,Marítimo
10425,2024-05-31,Harina galletera especial (50 kg),73.65,10,14730.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10103,2024-01-29,Harina integral (25 kg),61.08,9,10994.4,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Aéreo
10113,2024-03-26,Harina integral (25 kg),61.08,12,14659.2,El Salvador,Mercado Centro,Exportación,USD,CIF,Marítimo
10126,2024-05-28,Harina integral (25 kg),61.08,5,6108.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10140,2024-07-24,Harina integral (25 kg),61.08,14,17102.4,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10150,2024-09-19,Harina integral (25 kg),61.08,8,9772.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10164,2024-10-21,Harina integral (25 kg),61.08,8,9772.8,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Aéreo
10174,2024-11-06,Harina integral (25 kg),61.08,7,8551.2,Guatemala,Supermercado Quetzal,Exportación,USD,FOB,Aéreo
10183,2024-11-13,Harina integral (25 kg),61.08,7,8551.2,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10194,2024-11-25,Harina integral (25 kg),61.08,8,9772.8,El Salvador,Mercado Centro,Exportación,USD,FOB,Aéreo
10206,2024-12-05,Harina integral (25 kg),61.08,15,18324.0,Guatemala,Supermercado Quetzal,Exportación,USD,CIF,Marítimo
10215,2024-01-29,Harina integral (25 kg),61.08,5,6108.0,Chile,Panadería La Vega,Exportación,USD,CIF,Aéreo
10229,2024-03-11,Harina integral (25 kg),61.08,15,18324.0,Cuba,Panadería El Malecón,Exportación,USD,FOB,Marítimo
10245,2024-05-04,Harina integral (25 kg),61.08,15,18324.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10258,2024-06-15,Harina integral (25 kg),61.08,6,7329.6,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10270,2024-07-19,Harina integral (25 kg),61.08,13,15880.8,Guatemala,Supermercado Quetzal,Exportación,USD,DAP,Marítimo
10281,2024-08-19,Harina integral (25 kg),61.08,14,17102.4,Perú,Panadería San José,Nacional,PEN,,Terrestre
10291,2024-09-08,Harina integral (25 kg),61.08,6,7329.6,Panamá,Panadería Panamá Viejo,Exportación,USD,DAP,Marítimo
10304,2024-10-11,Harina integral (25 kg),61.08,9,10994.4,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Marítimo
10312,2024-10-21,Harina integral (25 kg),61.08,13,15880.8,Colombia,Panadería La Candelaria,Exportación,USD,CIF,Marítimo
10324,2024-11-05,Harina integral (25 kg),61.08,13,15880.8,El Salvador,Panadería Cuscatlán,Exportación,USD,DAP,Aéreo
10333,2024-11-18,Harina integral (25 kg),61.08,12,14659.2,Venezuela,Panadería El Ávila,Exportación,USD,CIF,Marítimo
10348,2024-11-01,Harina integral (25 kg),61.08,5,6108.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10358,2024-12-10,Harina integral (25 kg),61.08,5,6108.0,Panamá,Canal Market,Exportación,USD,DAP,Aéreo
10370,2024-01-20,Harina integral (25 kg),61.08,13,15880.8,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Marítimo
10382,2024-02-17,Harina integral (25 kg),61.08,15,18324.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10411,2024-05-01,Harina integral (25 kg),61.08,12,14659.2,Colombia,Pastelería Antioqueña,Exportación,USD,FOB,Aéreo
10424,2024-05-31,Harina integral (25 kg),61.08,14,17102.4,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Aéreo
10108,2024-03-03,Harina panadera especial Don Angelo (50 kg),64.41,13,16746.6,EEUU,Latin Market Miami,Exportación,USD,DAP,Marítimo
10122,2024-05-08,Harina panadera especial Don Angelo (50 kg),64.41,11,14170.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10135,2024-07-02,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10146,2024-09-03,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10159,2024-10-10,Harina panadera especial Don Angelo (50 kg),64.41,6,7729.2,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10169,2024-11-04,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,Panamá,Panadería Panamá Viejo,Exportación,USD,FOB,Marítimo
10180,2024-11-11,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Panamá,Panadería Panamá Viejo,Exportación,USD,CIF,Aéreo
10191,2024-11-20,Harina panadera especial Don Angelo (50 kg),64.41,10,12882.0,Colombia,Pastelería Antioqueña,Exportación,USD,FOB,Marítimo
10211,2024-01-15,Harina panadera especial Don Angelo (50 kg),64.41,6,7729.2,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10225,2024-02-22,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10238,2024-04-09,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Marítimo
10252,2024-05-26,Harina panadera especial Don Angelo (50 kg),64.41,15,19323.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10264,2024-06-30,Harina panadera especial Don Angelo (50 kg),64.41,15,19323.0,El Salvador,Panadería Cuscatlán,Exportación,USD,DAP,Marítimo
10276,2024-08-02,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Guatemala,Panadería Chapina,Exportación,USD,DAP,Aéreo
10287,2024-08-30,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Guatemala,Panadería Chapina,Exportación,USD,CIF,Aéreo
10299,2024-09-30,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10310,2024-10-16,Harina panadera especial Don Angelo (50 kg),64.41,13,16746.6,Panamá,Canal Market,Exportación,USD,FOB,Aéreo
10319,2024-11-03,Harina panadera especial Don Angelo (50 kg),64.41,11,14170.2,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10330,2024-11-16,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Guatemala,Panadería Chapina,Exportación,USD,FOB,Marítimo
10342,2024-11-24,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,Panamá,Panadería Panamá Viejo,Exportación,USD,FOB,Marítimo
10355,2024-12-07,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10363,2024-01-06,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,Perú,Panadería San José,Nacional,PEN,,Terrestre
10378,2024-02-10,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10390,2024-03-04,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10110,2024-03-18,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,El Salvador,Mercado Centro,Exportación,USD,CIF,Aéreo
10124,2024-05-21,Harina panadera especial Doña Angélica (50 kg),63.69,9,11464.2,Panamá,Panadería Panamá Viejo,Exportación,USD,FOB,Marítimo
10148,2024-09-11,Harina panadera especial Doña Angélica (50 kg),63.69,10,12738.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10161,2024-10-17,Harina panadera especial Doña Angélica (50 kg),63.69,10,12738.0,EEUU,Latin Market Miami,Exportación,USD,DAP,Aéreo
10173,2024-11-05,Harina panadera especial Doña Angélica (50 kg),63.69,12,15285.6,Venezuela,Panadería El Ávila,Exportación,USD,FOB,Aéreo
10182,2024-11-12,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10193,2024-11-21,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10204,2024-12-02,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Chile,Panadería La Vega,Exportación,USD,CIF,Aéreo
10213,2024-01-22,Harina panadera especial Doña Angélica (50 kg),63.69,15,19107.0,El Salvador,Mercado Centro,Exportación,USD,CIF,Aéreo
10227,2024-03-02,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10241,2024-04-13,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10267,2024-07-07,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Marítimo
10279,2024-08-09,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10288,2024-09-01,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10302,2024-10-06,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10311,2024-10-16,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10332,2024-11-17,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10344,2024-11-25,Harina panadera especial Doña Angélica (50 kg),63.69,9,11464.2,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10367,2024-01-12,Harina panadera especial Doña Angélica (50 kg),63.69,10,12738.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10380,2024-02-16,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10407,2024-04-22,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Venezuela,Supermercado Orinoco,Exportación,USD,DAP,Marítimo
10420,2024-05-29,Harina panadera especial Doña Angélica (50 kg),63.69,9,11464.2,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10110,2024-03-18,Harina panadera especial Doña Angélica (10 kg),63.52,11,13974.4,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10124,2024-05-21,Harina panadera especial Doña Angélica (10 kg),63.52,13,16515.2,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Aéreo
10148,2024-09-11,Harina panadera especial Doña Angélica (10 kg),63.52,7,8892.8,Venezuela,Panadería El Ávila,Exportación,USD,FOB,Marítimo
10161,2024-10-17,Harina panadera especial Doña Angélica (10 kg),63.52,12,15244.8,Chile,Panadería La Vega,Exportación,USD,FOB,Marítimo
10172,2024-11-05,Harina panadera especial Doña Angélica (10 kg),63.52,6,7622.4,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Marítimo
10182,2024-11-12,Harina panadera especial Doña Angélica (10 kg),63.52,15,19056.0,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Aéreo
10192,2024-11-20,Harina panadera especial Doña Angélica (10 kg),63.52,11,13974.4,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10204,2024-12-02,Harina panadera especial Doña Angélica (10 kg),63.52,6,7622.4,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
